seed,enable_roads,law_every,law_horizon,n_sqrt,step,n_agents,housed_frac,mean_height,max_height,pct_laws,n_roads,height_p10,height_p50,height_p90,elapsed_s
999,false,20,7,8,1,550,1.0,1.5027322404371584,6,0.0,0,1.0,1.0,3.0,0.0627751350402832
999,false,20,7,8,2,600,1.0,1.518987341772152,6,0.0,0,1.0,1.0,3.0,0.00486302375793457
999,false,20,7,8,3,650,1.0,1.5476190476190477,7,0.0,0,1.0,1.0,3.0,0.004729032516479492
999,false,20,7,8,4,700,1.0,1.5873015873015872,7,0.0,0,1.0,1.0,3.0,0.004656791687011719
999,false,20,7,8,5,750,1.0,1.6268980477223427,7,0.0,0,1.0,1.0,3.0,0.004767179489135742
999,false,20,7,8,6,800,1.0,1.6494845360824741,7,0.0,0,1.0,1.0,3.0,0.010246992111206055
999,false,20,7,8,7,850,1.0,1.6798418972332017,7,0.0,0,1.0,1.0,3.0,0.0047261714935302734
999,false,20,7,8,8,900,1.0,1.7110266159695817,7,0.0,0,1.0,1.0,3.0,0.004796028137207031
999,false,20,7,8,9,950,1.0,1.73992673992674,7,0.0,0,1.0,1.0,3.0,0.00486302375793457
999,false,20,7,8,10,1000,1.0,1.7543859649122806,7,0.0,0,1.0,1.0,3.0,0.004834890365600586
999,false,20,7,8,11,1050,1.0,1.761744966442953,7,0.0,0,1.0,1.0,3.0,0.0049970149993896484
999,false,20,7,8,12,1100,1.0,1.7944535073409462,7,0.0,0,1.0,1.0,3.0,0.00492095947265625
999,false,20,7,8,13,1150,1.0,1.8225039619651346,7,0.0,0,1.0,1.0,4.0,0.004927158355712891
999,false,20,7,8,14,1200,1.0,1.8604651162790697,7,0.0,0,1.0,1.0,4.0,0.004978179931640625
999,false,20,7,8,15,1250,1.0,1.8882175226586102,7,0.0,0,1.0,1.0,4.0,0.005045175552368164
999,false,20,7,8,16,1300,1.0,1.908957415565345,8,0.0,0,1.0,1.0,4.0,0.004976987838745117
999,false,20,7,8,17,1350,1.0,1.9258202567760343,8,0.0,0,1.0,1.0,4.0,0.005030155181884766
999,false,20,7,8,18,1400,1.0,1.9444444444444444,8,0.0,0,1.0,1.0,4.0,0.004935026168823242
999,false,20,7,8,19,1450,1.0,1.9621109607577807,8,0.0,0,1.0,1.0,4.0,0.00628209114074707
999,false,20,7,8,20,1500,1.0,1.9867549668874172,8,0.0,0,1.0,1.0,4.0,0.012632131576538086
999,false,20,7,8,21,1550,1.0,2.0208604954367666,8,18.75,0,1.0,1.0,4.0,0.1123189926147461
999,false,20,7,8,22,1600,1.0,2.030456852791878,8,18.75,0,1.0,1.0,4.0,0.006271839141845703
999,false,20,7,8,23,1650,1.0,2.049689440993789,8,18.75,0,1.0,1.0,4.0,0.0053670406341552734
999,false,20,7,8,24,1700,1.0,2.0656136087484813,8,18.75,0,1.0,1.0,4.0,0.005673885345458984
999,false,20,7,8,25,1750,1.0,2.080856123662307,8,18.75,0,1.0,1.0,4.0,0.004642963409423828
999,false,20,7,8,26,1800,1.0,2.0930232558139537,8,18.75,0,1.0,1.0,4.0,0.005115985870361328
999,false,20,7,8,27,1850,1.0,2.1118721461187215,8,18.75,0,1.0,2.0,4.0,0.00498199462890625
999,false,20,7,8,28,1900,1.0,2.118171683389075,8,18.75,0,1.0,2.0,4.0,0.005141019821166992
999,false,20,7,8,29,1950,1.0,2.135815991237678,9,18.75,0,1.0,2.0,4.0,0.009440183639526367
999,false,20,7,8,30,2000,1.0,2.1528525296017222,9,18.75,0,1.0,2.0,4.0,0.004868030548095703
999,false,20,7,8,31,2050,1.0,2.1693121693121693,9,18.75,0,1.0,2.0,4.0,0.004945039749145508
999,false,20,7,8,32,2100,1.0,2.171664943123061,9,18.75,0,1.0,2.0,4.0,0.0050199031829833984
999,false,20,7,8,33,2150,1.0,2.1916411824668707,9,18.75,0,1.0,2.0,4.0,0.005120992660522461
999,false,20,7,8,34,2200,1.0,2.208835341365462,9,18.75,0,1.0,2.0,4.0,0.0051441192626953125
999,false,20,7,8,35,2250,1.0,2.2255192878338277,9,18.75,0,1.0,2.0,5.0,0.005000114440917969
999,false,20,7,8,36,2300,1.0,2.2351797862001943,9,18.75,0,1.0,2.0,5.0,0.005074024200439453
999,false,20,7,8,37,2350,1.0,2.24450811843362,9,18.75,0,1.0,2.0,5.0,0.0052030086517333984
999,false,20,7,8,38,2400,1.0,2.2620169651272386,9,18.75,0,1.0,2.0,5.0,0.005764007568359375
