seed,enable_roads,law_every,law_horizon,n_sqrt,step,n_agents,housed_frac,mean_height,max_height,pct_laws,n_roads,height_p10,height_p50,height_p90,elapsed_s
137,true,5,15,10,1,550,1.0,1.3157894736842106,5,0.0,0,1.0,1.0,2.0,0.08213210105895996
137,true,5,15,10,2,600,1.0,1.348314606741573,5,0.0,0,1.0,1.0,2.0,0.011193990707397461
137,true,5,15,10,3,650,1.0,1.365546218487395,5,0.0,0,1.0,1.0,2.0,0.010740041732788086
137,true,5,15,10,4,700,1.0,1.402805611222445,6,0.0,0,1.0,1.0,2.0,0.01297616958618164
137,true,5,15,10,5,750,1.0,1.4204545454545454,6,0.0,0,1.0,1.0,2.0,0.011400938034057617
137,true,5,15,10,6,800,1.0,1.4336917562724014,6,18.0,0,1.0,1.0,2.0,0.2946760654449463
137,true,5,15,10,7,850,1.0,1.430976430976431,6,18.0,0,1.0,1.0,2.0,0.009407997131347656
137,true,5,15,10,8,900,1.0,1.44,7,18.0,0,1.0,1.0,2.0,0.007799863815307617
137,true,5,15,10,9,950,1.0,1.4481707317073171,7,18.0,0,1.0,1.0,2.0,0.008967161178588867
137,true,5,15,10,10,1000,1.0,1.466275659824047,7,18.0,0,1.0,1.0,2.0,0.008401870727539062
137,true,5,15,10,11,1050,1.0,1.4935988620199145,7,42.0,9,1.0,1.0,3.0,0.3245229721069336
137,true,5,15,10,12,1100,1.0,1.5172413793103448,7,42.0,9,1.0,1.0,3.0,0.009180068969726562
137,true,5,15,10,13,1150,1.0,1.5272244355909694,7,42.0,9,1.0,1.0,3.0,0.009458065032958984
137,true,5,15,10,14,1200,1.0,1.5404364569961488,7,42.0,9,1.0,1.0,3.0,0.0075740814208984375
137,true,5,15,10,15,1250,1.0,1.5644555694618272,7,42.0,9,1.0,1.0,3.0,0.007947921752929688
137,true,5,15,10,16,1300,1.0,1.570048309178744,7,52.0,9,1.0,1.0,3.0,0.3492090702056885
137,true,5,15,10,17,1350,1.0,1.5789473684210527,7,52.0,9,1.0,1.0,3.0,0.007810831069946289
137,true,5,15,10,18,1400,1.0,1.5873015873015872,7,52.0,9,1.0,1.0,3.0,0.00834512710571289
137,true,5,15,10,19,1450,1.0,1.6039823008849559,7,52.0,9,1.0,1.0,3.0,0.008249998092651367
137,true,5,15,10,20,1500,1.0,1.6268980477223427,7,52.0,9,1.0,1.0,3.0,0.007905006408691406
137,true,5,15,10,21,1550,1.0,1.645435244161359,7,62.0,16,1.0,1.0,3.0,0.3322319984436035
137,true,5,15,10,22,1600,1.0,1.6701461377870563,7,62.0,16,1.0,1.0,3.0,0.009185791015625
137,true,5,15,10,23,1650,1.0,1.6975308641975309,7,62.0,16,1.0,1.0,3.0,0.007968902587890625
137,true,5,15,10,24,1700,1.0,1.7085427135678393,7,62.0,16,1.0,1.0,3.0,0.007925987243652344
137,true,5,15,10,25,1750,1.0,1.734390485629336,7,62.0,16,1.0,1.0,3.0,0.00886988639831543
137,true,5,15,10,26,1800,1.0,1.7374517374517375,7,71.0,16,1.0,1.0,3.0,0.3334789276123047
137,true,5,15,10,27,1850,1.0,1.7518939393939394,7,71.0,16,1.0,1.0,3.0,0.00911092758178711
137,true,5,15,10,28,1900,1.0,1.7674418604651163,7,71.0,16,1.0,1.0,3.0,0.008151054382324219
137,true,5,15,10,29,1950,1.0,1.7824497257769654,7,71.0,16,1.0,1.0,3.0,0.008928060531616211
137,true,5,15,10,30,2000,1.0,1.7905102954341987,7,71.0,16,1.0,1.0,3.0,0.008105039596557617
137,true,5,15,10,31,2050,1.0,1.796669588080631,7,79.0,19,1.0,1.0,3.0,0.325423002243042
137,true,5,15,10,32,2100,1.0,1.8197573656845754,8,79.0,19,1.0,1.0,3.0,0.010521888732910156
137,true,5,15,10,33,2150,1.0,1.8344709897610922,8,79.0,19,1.0,1.0,4.0,0.007915019989013672
137,true,5,15,10,34,2200,1.0,1.8425460636515913,8,79.0,19,1.0,1.0,4.0,0.007921934127807617
137,true,5,15,10,35,2250,1.0,1.8549051937345424,8,79.0,19,1.0,1.0,4.0,0.00881505012512207
137,true,5,15,10,36,2300,1.0,1.8578352180936994,8,85.0,19,1.0,1.0,4.0,0.3006138801574707
137,true,5,15,10,37,2350,1.0,1.8650793650793651,8,85.0,19,1.0,1.0,4.0,0.010869979858398438
137,true,5,15,10,38,2400,1.0,1.8691588785046729,8,85.0,19,1.0,1.0,4.0,0.008894920349121094
137,true,5,15,10,39,2450,1.0,1.881720430107527,8,85.0,19,1.0,1.0,4.0,0.008881807327270508
137,true,5,15,10,40,2500,1.0,1.8896447467876039,8,85.0,19,1.0,1.0,4.0,0.008014202117919922
137,true,5,15,10,41,2550,1.0,1.8930957683741647,8,89.0,23,1.0,1.0,4.0,0.30512189865112305
137,true,5,15,10,42,2600,1.0,1.8922852983988354,8,89.0,23,1.0,1.0,4.0,0.009782075881958008
137,true,5,15,10,43,2650,1.0,1.8928571428571428,8,89.0,23,1.0,1.0,4.0,0.012304067611694336
137,true,5,15,10,44,2700,1.0,1.8987341772151898,8,89.0,23,1.0,1.0,4.0,0.007971763610839844
