seed,enable_roads,law_every,law_horizon,n_sqrt,step,n_agents,housed_frac,mean_height,max_height,pct_laws,n_roads,height_p10,height_p50,height_p90,elapsed_s
42,false,10,15,10,1,550,1.0,1.3095238095238095,5,0.0,0,1.0,1.0,2.0,0.08906006813049316
42,false,10,15,10,2,600,1.0,1.3544018058690745,5,0.0,0,1.0,1.0,2.0,0.007561922073364258
42,false,10,15,10,3,650,1.0,1.368421052631579,5,0.0,0,1.0,1.0,2.0,0.010943174362182617
42,false,10,15,10,4,700,1.0,1.3944223107569722,5,0.0,0,1.0,1.0,2.0,0.006590127944946289
42,false,10,15,10,5,750,1.0,1.4204545454545454,6,0.0,0,1.0,1.0,2.0,0.0067560672760009766
42,false,10,15,10,6,800,1.0,1.444043321299639,6,0.0,0,1.0,1.0,2.0,0.006731986999511719
42,false,10,15,10,7,850,1.0,1.4834205933682374,7,0.0,0,1.0,1.0,2.0,0.006669044494628906
42,false,10,15,10,8,900,1.0,1.5,8,0.0,0,1.0,1.0,3.0,0.011456966400146484
42,false,10,15,10,9,950,1.0,1.5103338632750398,8,0.0,0,1.0,1.0,3.0,0.007832050323486328
42,false,10,15,10,10,1000,1.0,1.5360983102918586,8,0.0,0,1.0,1.0,3.0,0.009713888168334961
42,false,10,15,10,11,1050,1.0,1.5350877192982457,8,25.0,0,1.0,1.0,3.0,0.2839350700378418
42,false,10,15,10,12,1100,1.0,1.5602836879432624,8,25.0,0,1.0,1.0,3.0,0.008817911148071289
42,false,10,15,10,13,1150,1.0,1.5561569688768606,8,25.0,0,1.0,1.0,3.0,0.006659030914306641
42,false,10,15,10,14,1200,1.0,1.5645371577574967,8,25.0,0,1.0,1.0,3.0,0.0068399906158447266
42,false,10,15,10,15,1250,1.0,1.5903307888040712,8,25.0,0,1.0,1.0,3.0,0.007936954498291016
42,false,10,15,10,16,1300,1.0,1.61090458488228,8,25.0,0,1.0,1.0,3.0,0.006457090377807617
42,false,10,15,10,17,1350,1.0,1.6265060240963856,8,25.0,0,1.0,1.0,3.0,0.006660938262939453
42,false,10,15,10,18,1400,1.0,1.6489988221436984,8,25.0,0,1.0,1.0,3.0,0.006827831268310547
42,false,10,15,10,19,1450,1.0,1.6571428571428573,8,25.0,0,1.0,1.0,3.0,0.008121013641357422
42,false,10,15,10,20,1500,1.0,1.6741071428571428,8,25.0,0,1.0,1.0,3.0,0.0069010257720947266
42,false,10,15,10,21,1550,1.0,1.6793066088840736,8,37.0,0,1.0,1.0,3.0,0.31203293800354004
42,false,10,15,10,22,1600,1.0,1.696712619300106,8,37.0,0,1.0,1.0,3.0,0.010776042938232422
42,false,10,15,10,23,1650,1.0,1.7151767151767152,8,37.0,0,1.0,1.0,3.0,0.008291959762573242
42,false,10,15,10,24,1700,1.0,1.7311608961303462,8,37.0,0,1.0,1.0,3.0,0.008584976196289062
42,false,10,15,10,25,1750,1.0,1.7482517482517483,8,37.0,0,1.0,1.0,3.0,0.008219003677368164
42,false,10,15,10,26,1800,1.0,1.7509727626459144,8,37.0,0,1.0,1.0,3.0,0.008101940155029297
42,false,10,15,10,27,1850,1.0,1.7720306513409962,8,37.0,0,1.0,1.0,3.0,0.010628938674926758
42,false,10,15,10,28,1900,1.0,1.7941454202077431,8,37.0,0,1.0,1.0,4.0,0.008012056350708008
42,false,10,15,10,29,1950,1.0,1.8105849582172702,8,37.0,0,1.0,1.0,4.0,0.007907867431640625
42,false,10,15,10,30,2000,1.0,1.8181818181818181,8,37.0,0,1.0,1.0,4.0,0.008250951766967773
42,false,10,15,10,31,2050,1.0,1.8287243532560213,8,53.0,0,1.0,1.0,4.0,0.2809731960296631
42,false,10,15,10,32,2100,1.0,1.837270341207349,8,53.0,0,1.0,1.0,4.0,0.00855708122253418
42,false,10,15,10,33,2150,1.0,1.8502581755593803,8,53.0,0,1.0,1.0,4.0,0.007880926132202148
42,false,10,15,10,34,2200,1.0,1.8502943650126156,8,53.0,0,1.0,1.0,4.0,0.00946497917175293
42,false,10,15,10,35,2250,1.0,1.8703241895261846,8,53.0,0,1.0,1.0,4.0,0.010004043579101562
42,false,10,15,10,36,2300,1.0,1.8760195758564437,8,53.0,0,1.0,1.0,4.0,0.006963968276977539
42,false,10,15,10,37,2350,1.0,1.884522854851644,8,53.0,0,1.0,1.0,4.0,0.007915973663330078
42,false,10,15,10,38,2400,1.0,1.9047619047619047,8,53.0,0,1.0,1.0,4.0,0.010417938232421875
42,false,10,15,10,39,2450,1.0,1.9155590304925723,8,53.0,0,1.0,1.0,4.0,0.007990837097167969
42,false,10,15,10,40,2500,1.0,1.9290123456790123,8,53.0,0,1.0,1.0,4.0,0.0077838897705078125
42,false,10,15,10,41,2550,1.0,1.9347496206373294,8,60.0,0,1.0,1.0,4.0,0.2928650379180908
42,false,10,15,10,42,2600,1.0,1.9402985074626866,9,60.0,0,1.0,1.0,4.0,0.008911848068237305
42,false,10,15,10,43,2650,1.0,1.947097722263042,9,60.0,0,1.0,1.0,4.0,0.007389068603515625
42,false,10,15,10,44,2700,1.0,1.9536903039073805,9,60.0,0,1.0,1.0,4.0,0.010133981704711914
42,false,10,15,10,45,2750,1.0,1.9600855310049894,9,60.0,0,1.0,1.0,4.0,0.00775909423828125
42,false,10,15,10,46,2800,1.0,1.9635343618513323,9,60.0,0,1.0,1.0,4.0,0.007811069488525391
42,false,10,15,10,47,2850,1.0,1.975051975051975,9,60.0,0,1.0,1.0,4.0,0.007932186126708984
42,false,10,15,10,48,2900,1.0,1.990391214824983,9,60.0,0,1.0,1.0,4.0,0.0073430538177490234
42,false,10,15,10,49,2950,1.0,1.99055330634278,9,60.0,0,1.0,1.0,4.0,0.007833003997802734
42,false,10,15,10,50,3000,1.0,2.004008016032064,9,60.0,0,1.0,1.0,4.0,0.007189035415649414
42,false,10,15,10,51,3050,1.0,2.0132013201320134,9,70.0,0,1.0,1.0,4.0,0.29701805114746094
42,false,10,15,10,52,3100,1.0,2.026143790849673,9,70.0,0,1.0,1.0,4.0,0.007215023040771484
42,false,10,15,10,53,3150,1.0,2.0428015564202333,9,70.0,0,1.0,1.0,4.0,0.007158994674682617
42,false,10,15,10,54,3200,1.0,2.056555269922879,9,70.0,0,1.0,2.0,4.0,0.00822305679321289
42,false,10,15,10,55,3250,1.0,2.0621827411167515,9,70.0,0,1.0,2.0,4.0,0.008661985397338867
42,false,10,15,10,56,3300,1.0,2.0702634880803013,9,70.0,0,1.0,2.0,4.0,0.011656045913696289
42,false,10,15,10,57,3350,1.0,2.08462974486621,9,70.0,0,1.0,2.0,4.0,0.008571863174438477
42,false,10,15,10,58,3400,1.0,2.097470697100555,9,70.0,0,1.0,2.0,4.0,0.007401943206787109
42,false,10,15,10,59,3450,1.0,2.1062271062271063,9,70.0,0,1.0,2.0,4.0,0.00822305679321289
42,false,10,15,10,60,3500,1.0,2.1109770808202653,9,70.0,0,1.0,2.0,4.0,0.007534027099609375
42,false,10,15,10,61,3550,1.0,2.1194029850746268,9,81.0,0,1.0,2.0,4.0,0.31210899353027344
42,false,10,15,10,62,3600,1.0,2.1289178001182734,9,81.0,0,1.0,2.0,4.0,0.007749795913696289
42,false,10,15,10,63,3650,1.0,2.1395076201641268,9,81.0,0,1.0,2.0,4.0,0.007187843322753906
42,false,10,15,10,64,3700,1.0,2.1449275362318843,9,81.0,0,1.0,2.0,4.0,0.00838017463684082
42,false,10,15,10,65,3750,1.0,2.156411730879816,9,81.0,0,1.0,2.0,4.0,0.007676839828491211
42,false,10,15,10,66,3800,1.0,2.161547212741752,9,81.0,0,1.0,2.0,4.0,0.008327007293701172
42,false,10,15,10,67,3850,1.0,2.175141242937853,9,81.0,0,1.0,2.0,4.0,0.0070209503173828125
42,false,10,15,10,68,3900,1.0,2.182428651371013,9,81.0,0,1.0,2.0,4.0,0.007241010665893555
42,false,10,15,10,69,3950,1.0,2.1932259855635756,9,81.0,0,1.0,2.0,4.0,0.008636951446533203
42,false,10,15,10,70,4000,1.0,2.201430930104568,9,81.0,0,1.0,2.0,4.0,0.007483005523681641
42,false,10,15,10,71,4050,1.0,2.208287895310796,9,88.0,0,1.0,2.0,5.0,0.36770200729370117
42,false,10,15,10,72,4100,1.0,2.209051724137931,9,88.0,0,1.0,2.0,5.0,0.007769107818603516
42,false,10,15,10,73,4150,1.0,2.216880341880342,9,88.0,0,1.0,2.0,4.0,0.013860940933227539
42,false,10,15,10,74,4200,1.0,2.2245762711864407,9,88.0,0,1.0,2.0,4.2999999999999545,0.007688999176025391
42,false,10,15,10,75,4250,1.0,2.234490010515247,9,88.0,0,1.0,2.0,5.0,0.007562160491943359
42,false,10,15,10,76,4300,1.0,2.247778358599059,9,88.0,0,1.0,2.0,5.0,0.007387876510620117
42,false,10,15,10,77,4350,1.0,2.25974025974026,9,88.0,0,1.0,2.0,5.0,0.007109880447387695
42,false,10,15,10,78,4400,1.0,2.265705458290422,9,88.0,0,1.0,2.0,5.0,0.00689387321472168
42,false,10,15,10,79,4450,1.0,2.2738886050076648,9,88.0,0,1.0,2.0,5.0,0.0071718692779541016
42,false,10,15,10,80,4500,1.0,2.281947261663286,9,88.0,0,1.0,2.0,5.0,0.008991003036499023
42,false,10,15,10,81,4550,1.0,2.287581699346405,9,90.0,0,1.0,2.0,5.0,0.2978031635284424
42,false,10,15,10,82,4600,1.0,2.288557213930348,9,90.0,0,1.0,2.0,5.0,0.00958395004272461
42,false,10,15,10,83,4650,1.0,2.2928994082840237,9,90.0,0,1.0,2.0,5.0,0.007570028305053711
42,false,10,15,10,84,4700,1.0,2.3016650342801177,9,90.0,0,1.0,2.0,5.0,0.007570981979370117
42,false,10,15,10,85,4750,1.0,2.3136872868972236,9,90.0,0,1.0,2.0,5.0,0.007093191146850586
42,false,10,15,10,86,4800,1.0,2.3154848046309695,9,90.0,0,1.0,2.0,5.0,0.008939027786254883
42,false,10,15,10,87,4850,1.0,2.3250239693192714,9,90.0,0,1.0,2.0,5.0,0.007325887680053711
42,false,10,15,10,88,4900,1.0,2.3355576739752144,9,90.0,0,1.0,2.0,5.0,0.007587909698486328
42,false,10,15,10,89,4950,1.0,2.3448602558029368,9,90.0,0,1.0,2.0,5.0,0.01004791259765625
42,false,10,15,10,90,5000,1.0,2.3496240601503757,10,90.0,0,1.0,2.0,5.0,0.01029205322265625
42,false,10,15,10,91,5050,1.0,2.362020579981291,10,93.0,0,1.0,2.0,5.0,0.3060140609741211
42,false,10,15,10,92,5100,1.0,2.3665893271461718,10,93.0,0,1.0,2.0,5.0,0.009504079818725586
42,false,10,15,10,93,5150,1.0,2.3732718894009217,10,93.0,0,1.0,2.0,5.0,0.007913827896118164
42,false,10,15,10,94,5200,1.0,2.374429223744292,10,93.0,0,1.0,2.0,5.0,0.008310079574584961
42,false,10,15,10,95,5250,1.0,2.382032667876588,10,93.0,0,1.0,2.0,5.0,0.009326934814453125
42,false,10,15,10,96,5300,1.0,2.3938572719060525,10,93.0,0,1.0,2.0,5.0,0.008263111114501953
42,false,10,15,10,97,5350,1.0,2.401256732495512,10,93.0,0,1.0,2.0,5.0,0.008337974548339844
42,false,10,15,10,98,5400,1.0,2.408563782337199,10,93.0,0,1.0,2.0,5.0,0.008872032165527344
42,false,10,15,10,99,5450,1.0,2.420071047957371,10,93.0,0,1.0,2.0,5.0,0.008001089096069336
42,false,10,15,10,100,5500,1.0,2.429328621908127,10,93.0,0,1.0,2.0,5.0,0.008766889572143555
